time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
2022-04-27 12:13:24.9070,0.035,0.985,0.132,0.02,0.02,0.15,-0.63,0.01,-0.0
2022-04-27 12:13:24.9170,0.035,0.984,0.138,0.03,0.03,0.14,-0.62,0.01,-0.0
2022-04-27 12:13:24.9260,0.035,0.983,0.144,0.03,0.02,0.15,-0.62,0.01,-0.0
2022-04-27 12:13:24.9360,0.035,0.982,0.152,0.04,0.02,0.14,-0.62,0.01,-0.01
2022-04-27 12:13:24.9460,0.036,0.98,0.157,0.03,0.04,0.13,-0.61,0.01,-0.0
2022-04-27 12:13:24.9570,0.035,0.98,0.163,0.03,0.03,0.14,-0.61,0.01,-0.0
2022-04-27 12:13:24.9660,0.035,0.979,0.169,0.03,0.03,0.14,-0.6,0.0,-0.0
2022-04-27 12:13:24.9760,0.035,0.978,0.175,0.04,0.03,0.14,-0.6,0.01,-0.0
2022-04-27 12:13:24.9860,0.034,0.976,0.181,0.03,0.03,0.14,-0.6,0.0,-0.01
2022-04-27 12:13:24.9970,0.034,0.975,0.187,0.04,0.03,0.13,-0.6,0.0,-0.0
2022-04-27 12:13:25.0030,0.034,0.974,0.192,0.04,0.03,0.14,-0.59,0.0,-0.0
2022-04-27 12:13:25.0160,0.035,0.974,0.198,0.03,0.03,0.14,-0.59,0.0,-0.0
2022-04-27 12:13:25.0250,0.034,0.971,0.204,0.03,0.02,0.14,-0.58,0.0,-0.0
2022-04-27 12:13:25.0360,0.034,0.97,0.209,0.04,0.03,0.14,-0.58,-0.0,-0.0
2022-04-27 12:13:25.0450,0.034,0.97,0.215,0.04,0.03,0.14,-0.58,0.0,-0.01
2022-04-27 12:13:25.0560,0.034,0.967,0.221,0.03,0.02,0.14,-0.57,-0.0,-0.01
2022-04-27 12:13:25.0660,0.034,0.966,0.227,0.04,0.03,0.14,-0.57,-0.01,-0.01
2022-04-27 12:13:25.0760,0.035,0.965,0.232,0.03,0.03,0.13,-0.56,-0.01,-0.01
2022-04-27 12:13:25.0860,0.034,0.964,0.237,0.03,0.02,0.13,-0.56,-0.01,-0.01
2022-04-27 12:13:25.0960,0.034,0.962,0.243,0.03,0.03,0.14,-0.56,-0.01,-0.01
2022-04-27 12:13:25.1060,0.033,0.96,0.249,0.04,0.03,0.13,-0.55,-0.01,-0.01
2022-04-27 12:13:25.1150,0.034,0.961,0.253,0.04,0.03,0.14,-0.55,-0.01,-0.01
2022-04-27 12:13:25.1250,0.034,0.958,0.259,0.04,0.01,0.14,-0.54,-0.01,-0.01
2022-04-27 12:13:25.1350,0.034,0.957,0.264,0.04,0.03,0.14,-0.54,-0.02,-0.01
2022-04-27 12:13:25.1450,0.034,0.956,0.269,0.04,0.02,0.14,-0.53,-0.02,-0.01
2022-04-27 12:13:25.1550,0.033,0.953,0.273,0.03,0.02,0.14,-0.53,-0.02,-0.01
2022-04-27 12:13:25.1660,0.033,0.952,0.279,0.04,0.03,0.15,-0.53,-0.02,-0.01
2022-04-27 12:13:25.1750,0.033,0.95,0.284,0.04,0.03,0.14,-0.53,-0.02,-0.01
2022-04-27 12:13:25.1850,0.032,0.948,0.289,0.04,0.03,0.14,-0.52,-0.03,-0.01
2022-04-27 12:13:25.1950,0.033,0.946,0.294,0.05,0.04,0.14,-0.52,-0.03,-0.01
2022-04-27 12:13:25.2050,0.033,0.946,0.299,0.03,0.03,0.14,-0.52,-0.03,-0.01
2022-04-27 12:13:25.2140,0.032,0.944,0.304,0.04,0.02,0.14,-0.51,-0.03,-0.01
2022-04-27 12:13:25.2250,0.033,0.943,0.308,0.05,0.03,0.13,-0.51,-0.03,-0.02
2022-04-27 12:13:25.2350,0.033,0.941,0.313,0.03,0.02,0.14,-0.5,-0.04,-0.02
2022-04-27 12:13:25.2440,0.033,0.939,0.318,0.04,0.02,0.14,-0.5,-0.04,-0.02
2022-04-27 12:13:25.2550,0.032,0.938,0.323,0.04,0.03,0.14,-0.49,-0.04,-0.02
2022-04-27 12:13:25.2640,0.033,0.936,0.328,0.04,0.02,0.13,-0.49,-0.04,-0.02
2022-04-27 12:13:25.2740,0.032,0.934,0.332,0.04,0.02,0.13,-0.49,-0.05,-0.02
2022-04-27 12:13:25.2850,0.032,0.932,0.336,0.05,0.02,0.14,-0.49,-0.05,-0.02
2022-04-27 12:13:25.2940,0.033,0.932,0.342,0.05,0.03,0.13,-0.48,-0.05,-0.02
2022-04-27 12:13:25.3040,0.033,0.931,0.345,0.03,0.01,0.13,-0.47,-0.05,-0.02
2022-04-27 12:13:25.3170,0.031,0.926,0.35,0.04,0.02,0.14,-0.47,-0.05,-0.02
2022-04-27 12:13:25.3230,0.031,0.926,0.356,0.05,0.04,0.13,-0.47,-0.05,-0.02
2022-04-27 12:13:25.3330,0.032,0.923,0.36,0.05,0.02,0.12,-0.47,-0.06,-0.02
2022-04-27 12:13:25.3440,0.032,0.923,0.364,0.04,0.04,0.12,-0.47,-0.06,-0.03
2022-04-27 12:13:25.3540,0.031,0.919,0.367,0.05,0.02,0.13,-0.46,-0.06,-0.03
2022-04-27 12:13:25.3640,0.031,0.918,0.373,0.05,0.04,0.14,-0.46,-0.06,-0.02
2022-04-27 12:13:25.3740,0.031,0.916,0.379,0.06,0.03,0.11,-0.46,-0.05,-0.02
2022-04-27 12:13:25.3850,0.03,0.914,0.382,0.06,0.04,0.11,-0.45,-0.05,-0.02
2022-04-27 12:13:25.3930,0.031,0.913,0.385,0.06,0.04,0.12,-0.45,-0.05,-0.02
2022-04-27 12:13:25.4040,0.031,0.908,0.389,0.05,0.04,0.12,-0.45,-0.05,-0.02
2022-04-27 12:13:25.4130,0.031,0.909,0.395,0.05,0.06,0.12,-0.45,-0.04,-0.02
2022-04-27 12:13:25.4240,0.03,0.906,0.4,0.06,0.02,0.11,-0.44,-0.04,-0.02
2022-04-27 12:13:25.4340,0.031,0.904,0.406,0.06,0.05,0.09,-0.44,-0.03,-0.02
2022-04-27 12:13:25.4430,0.03,0.903,0.41,0.05,0.04,0.08,-0.43,-0.03,-0.01
2022-04-27 12:13:25.4540,0.029,0.9,0.413,0.06,0.05,0.08,-0.43,-0.02,-0.01
2022-04-27 12:13:25.4630,0.029,0.898,0.417,0.07,0.05,0.09,-0.43,-0.02,-0.01
2022-04-27 12:13:25.4730,0.03,0.898,0.42,0.07,0.05,0.09,-0.42,-0.02,-0.01
2022-04-27 12:13:25.4770,0.03,0.895,0.422,0.06,0.03,0.09,-0.42,-0.02,-0.01
2022-04-27 12:13:25.4930,0.03,0.895,0.427,0.06,0.04,0.11,-0.41,-0.02,-0.01
2022-04-27 12:13:25.5030,0.03,0.892,0.43,0.06,0.03,0.1,-0.41,-0.02,-0.01
2022-04-27 12:13:25.5130,0.031,0.891,0.434,0.06,0.04,0.1,-0.4,-0.01,-0.01
2022-04-27 12:13:25.5230,0.03,0.888,0.436,0.05,0.04,0.11,-0.39,-0.02,-0.01
2022-04-27 12:13:25.5330,0.03,0.888,0.439,0.07,0.04,0.11,-0.39,-0.02,-0.01
2022-04-27 12:13:25.5430,0.03,0.886,0.442,0.06,0.03,0.13,-0.39,-0.02,-0.01
2022-04-27 12:13:25.5530,0.03,0.885,0.446,0.06,0.03,0.12,-0.38,-0.02,-0.01
2022-04-27 12:13:25.5620,0.031,0.882,0.449,0.06,0.03,0.12,-0.38,-0.02,-0.01
2022-04-27 12:13:25.5730,0.031,0.881,0.452,0.05,0.03,0.13,-0.37,-0.03,-0.01
2022-04-27 12:13:25.5830,0.031,0.88,0.455,0.05,0.03,0.12,-0.37,-0.03,-0.02
2022-04-27 12:13:25.5930,0.031,0.878,0.46,0.05,0.02,0.12,-0.36,-0.03,-0.02
2022-04-27 12:13:25.6000,0.031,0.875,0.461,0.05,0.03,0.12,-0.36,-0.03,-0.02
2022-04-27 12:13:25.6120,0.03,0.874,0.465,0.05,0.03,0.14,-0.36,-0.03,-0.02
2022-04-27 12:13:25.6220,0.03,0.872,0.468,0.05,0.03,0.13,-0.36,-0.04,-0.02
2022-04-27 12:13:25.6320,0.03,0.87,0.471,0.06,0.03,0.13,-0.36,-0.04,-0.02
2022-04-27 12:13:25.6420,0.031,0.868,0.475,0.05,0.03,0.13,-0.35,-0.04,-0.02
2022-04-27 12:13:25.6530,0.031,0.867,0.478,0.05,0.04,0.12,-0.35,-0.04,-0.02
2022-04-27 12:13:25.6620,0.029,0.865,0.48,0.06,0.03,0.12,-0.35,-0.04,-0.02
2022-04-27 12:13:25.6730,0.031,0.864,0.482,0.06,0.03,0.13,-0.34,-0.04,-0.02
2022-04-27 12:13:25.6820,0.03,0.862,0.487,0.05,0.03,0.13,-0.34,-0.04,-0.02
2022-04-27 12:13:25.6920,0.029,0.861,0.49,0.06,0.03,0.12,-0.34,-0.05,-0.03
2022-04-27 12:13:25.7020,0.03,0.858,0.491,0.07,0.03,0.13,-0.34,-0.05,-0.03
2022-04-27 12:13:25.7120,0.03,0.855,0.495,0.05,0.04,0.13,-0.33,-0.05,-0.03
2022-04-27 12:13:25.7220,0.03,0.855,0.498,0.06,0.04,0.13,-0.33,-0.05,-0.03
2022-04-27 12:13:25.7310,0.03,0.853,0.502,0.06,0.03,0.13,-0.33,-0.05,-0.03
2022-04-27 12:13:25.7420,0.03,0.85,0.505,0.05,0.03,0.12,-0.33,-0.05,-0.03
2022-04-27 12:13:25.7520,0.029,0.85,0.507,0.06,0.05,0.11,-0.33,-0.05,-0.03
2022-04-27 12:13:25.7620,0.029,0.847,0.509,0.06,0.03,0.12,-0.33,-0.05,-0.03
2022-04-27 12:13:25.7720,0.03,0.845,0.513,0.06,0.04,0.12,-0.32,-0.05,-0.03
2022-04-27 12:13:25.7810,0.029,0.844,0.516,0.06,0.04,0.12,-0.32,-0.05,-0.03
2022-04-27 12:13:25.7920,0.029,0.843,0.518,0.07,0.04,0.12,-0.32,-0.05,-0.03
2022-04-27 12:13:25.8020,0.029,0.841,0.521,0.06,0.03,0.12,-0.32,-0.05,-0.03
2022-04-27 12:13:25.8110,0.029,0.839,0.523,0.07,0.04,0.12,-0.32,-0.05,-0.03
2022-04-27 12:13:25.8210,0.03,0.836,0.524,0.06,0.03,0.13,-0.31,-0.05,-0.03
2022-04-27 12:13:25.8310,0.029,0.834,0.528,0.06,0.05,0.14,-0.32,-0.05,-0.03
2022-04-27 12:13:25.8410,0.028,0.832,0.532,0.07,0.05,0.12,-0.31,-0.05,-0.03
2022-04-27 12:13:25.8520,0.029,0.83,0.534,0.07,0.06,0.11,-0.31,-0.05,-0.03
2022-04-27 12:13:25.8610,0.029,0.83,0.537,0.07,0.06,0.12,-0.31,-0.05,-0.03
2022-04-27 12:13:25.8710,0.029,0.829,0.538,0.06,0.04,0.12,-0.31,-0.05,-0.03
2022-04-27 12:13:25.8810,0.029,0.827,0.541,0.06,0.04,0.13,-0.3,-0.05,-0.03
2022-04-27 12:13:25.8910,0.029,0.826,0.544,0.07,0.04,0.13,-0.31,-0.05,-0.03
2022-04-27 12:13:25.8980,0.029,0.824,0.547,0.06,0.03,0.11,-0.3,-0.05,-0.03
2022-04-27 12:13:25.9110,0.03,0.822,0.549,0.06,0.04,0.12,-0.3,-0.05,-0.03
2022-04-27 12:13:25.9200,0.028,0.82,0.552,0.06,0.04,0.12,-0.3,-0.06,-0.03
2022-04-27 12:13:25.9300,0.029,0.818,0.554,0.07,0.04,0.12,-0.3,-0.05,-0.04
2022-04-27 12:13:25.9410,0.028,0.816,0.557,0.07,0.05,0.12,-0.29,-0.05,-0.03
2022-04-27 12:13:25.9510,0.029,0.815,0.559,0.07,0.04,0.12,-0.29,-0.05,-0.04
2022-04-27 12:13:25.9600,0.027,0.813,0.561,0.07,0.04,0.12,-0.29,-0.05,-0.03
2022-04-27 12:13:25.9710,0.027,0.812,0.564,0.08,0.04,0.12,-0.29,-0.05,-0.04
2022-04-27 12:13:25.9810,0.028,0.81,0.567,0.08,0.04,0.11,-0.29,-0.05,-0.03
2022-04-27 12:13:25.9910,0.028,0.808,0.569,0.07,0.05,0.11,-0.28,-0.05,-0.04
2022-04-27 12:13:26.0010,0.028,0.805,0.572,0.07,0.05,0.11,-0.28,-0.05,-0.03
2022-04-27 12:13:26.0100,0.029,0.804,0.574,0.07,0.05,0.11,-0.28,-0.05,-0.03
2022-04-27 12:13:26.0210,0.028,0.803,0.576,0.07,0.04,0.12,-0.28,-0.05,-0.03
2022-04-27 12:13:26.0310,0.028,0.8,0.579,0.08,0.05,0.11,-0.28,-0.05,-0.03
2022-04-27 12:13:26.0400,0.027,0.799,0.581,0.07,0.06,0.11,-0.28,-0.05,-0.03
2022-04-27 12:13:26.0500,0.027,0.797,0.584,0.08,0.05,0.11,-0.28,-0.04,-0.03
2022-04-27 12:13:26.0600,0.027,0.794,0.586,0.08,0.06,0.1,-0.28,-0.04,-0.03
2022-04-27 12:13:26.0700,0.026,0.793,0.588,0.08,0.07,0.1,-0.28,-0.04,-0.03
2022-04-27 12:13:26.0800,0.027,0.792,0.59,0.09,0.06,0.11,-0.27,-0.04,-0.03
2022-04-27 12:13:26.0900,0.027,0.789,0.591,0.08,0.05,0.11,-0.27,-0.04,-0.02
2022-04-27 12:13:26.0990,0.027,0.787,0.596,0.08,0.07,0.11,-0.27,-0.03,-0.02
2022-04-27 12:13:26.1090,0.026,0.786,0.598,0.08,0.07,0.09,-0.27,-0.03,-0.02
2022-04-27 12:13:26.1190,0.026,0.784,0.6,0.09,0.07,0.09,-0.27,-0.02,-0.01
2022-04-27 12:13:26.1290,0.026,0.782,0.602,0.09,0.07,0.09,-0.26,-0.01,-0.01
2022-04-27 12:13:26.1390,0.025,0.781,0.604,0.1,0.07,0.09,-0.26,-0.01,-0.01
2022-04-27 12:13:26.1500,0.026,0.777,0.606,0.1,0.06,0.1,-0.26,-0.01,-0.01
2022-04-27 12:13:26.1600,0.025,0.778,0.609,0.1,0.09,0.1,-0.26,-0.01,-0.0
2022-04-27 12:13:26.1700,0.026,0.776,0.61,0.1,0.06,0.09,-0.26,-0.0,-0.0
2022-04-27 12:13:26.1790,0.026,0.776,0.612,0.1,0.06,0.09,-0.26,0.0,0.0
2022-04-27 12:13:26.1900,0.027,0.775,0.613,0.09,0.05,0.1,-0.26,0.01,0.0
2022-04-27 12:13:26.2000,0.027,0.773,0.616,0.08,0.05,0.1,-0.26,0.01,0.0
2022-04-27 12:13:26.2080,0.027,0.771,0.616,0.08,0.05,0.1,-0.26,0.01,0.0
2022-04-27 12:13:26.2190,0.028,0.77,0.616,0.07,0.04,0.12,-0.25,0.0,0.0
2022-04-27 12:13:26.2290,0.027,0.768,0.619,0.08,0.04,0.14,-0.25,-0.0,-0.0
2022-04-27 12:13:26.2390,0.027,0.766,0.62,0.08,0.05,0.13,-0.25,-0.0,0.0
2022-04-27 12:13:26.2490,0.027,0.764,0.622,0.08,0.05,0.14,-0.25,-0.01,0.0
2022-04-27 12:13:26.2590,0.027,0.762,0.625,0.08,0.06,0.13,-0.25,-0.0,-0.0
2022-04-27 12:13:26.2690,0.027,0.761,0.627,0.08,0.06,0.13,-0.25,-0.0,-0.0
2022-04-27 12:13:26.2790,0.026,0.759,0.63,0.08,0.06,0.12,-0.25,-0.0,-0.0
2022-04-27 12:13:26.2890,0.026,0.758,0.632,0.09,0.05,0.12,-0.26,-0.0,0.0
2022-04-27 12:13:26.3000,0.026,0.758,0.634,0.09,0.04,0.12,-0.26,0.0,0.0
2022-04-27 12:13:26.3070,0.027,0.754,0.635,0.09,0.04,0.12,-0.26,0.0,0.0
2022-04-27 12:13:26.3180,0.026,0.753,0.637,0.08,0.06,0.13,-0.26,0.0,-0.0
2022-04-27 12:13:26.3280,0.027,0.751,0.638,0.08,0.05,0.12,-0.26,0.0,-0.0
2022-04-27 12:13:26.3380,0.026,0.75,0.64,0.08,0.05,0.13,-0.26,0.0,0.0
2022-04-27 12:13:26.3490,0.026,0.747,0.643,0.09,0.06,0.13,-0.27,0.01,0.0
2022-04-27 12:13:26.3590,0.026,0.746,0.645,0.08,0.06,0.12,-0.27,0.01,0.0
2022-04-27 12:13:26.3680,0.026,0.744,0.646,0.09,0.06,0.12,-0.27,0.01,0.0
2022-04-27 12:13:26.3780,0.026,0.742,0.649,0.08,0.06,0.13,-0.27,0.01,0.0
2022-04-27 12:13:26.3880,0.025,0.74,0.65,0.08,0.06,0.12,-0.27,0.01,0.0
2022-04-27 12:13:26.3990,0.024,0.741,0.651,0.09,0.06,0.13,-0.27,0.02,0.01
2022-04-27 12:13:26.4070,0.025,0.738,0.653,0.1,0.04,0.14,-0.27,0.01,0.01
2022-04-27 12:13:26.4170,0.023,0.737,0.655,0.1,0.04,0.13,-0.26,0.02,0.01
2022-04-27 12:13:26.4270,0.023,0.734,0.657,0.11,0.04,0.13,-0.26,0.02,0.02
2022-04-27 12:13:26.4370,0.022,0.734,0.661,0.11,0.05,0.13,-0.26,0.03,0.03
2022-04-27 12:13:26.4480,0.021,0.731,0.666,0.12,0.04,0.11,-0.26,0.03,0.03
2022-04-27 12:13:26.4580,0.021,0.729,0.67,0.13,0.05,0.08,-0.25,0.05,0.04
2022-04-27 12:13:26.4670,0.021,0.728,0.671,0.13,0.05,0.07,-0.24,0.06,0.05
2022-04-27 12:13:26.4780,0.022,0.725,0.673,0.12,0.05,0.07,-0.23,0.06,0.05
2022-04-27 12:13:26.4880,0.024,0.724,0.674,0.12,0.06,0.08,-0.22,0.05,0.05
2022-04-27 12:13:26.4980,0.027,0.721,0.674,0.09,0.06,0.08,-0.2,0.04,0.04
2022-04-27 12:13:26.5060,0.028,0.72,0.676,0.06,0.07,0.09,-0.19,0.02,0.03
2022-04-27 12:13:26.5170,0.032,0.716,0.678,0.05,0.08,0.08,-0.18,0.0,0.02
2022-04-27 12:13:26.5270,0.035,0.717,0.679,0.01,0.09,0.08,-0.16,-0.01,0.01
2022-04-27 12:13:26.5370,0.033,0.714,0.679,-0.01,0.08,0.08,-0.15,-0.03,-0.01
2022-04-27 12:13:26.5480,0.03,0.718,0.679,0.02,0.09,0.09,-0.14,-0.03,-0.02
2022-04-27 12:13:26.5570,0.024,0.721,0.681,0.05,0.03,0.1,-0.13,-0.04,-0.02
2022-04-27 12:13:26.5850,0.025,0.714,0.685,0.09,0.09,0.05,-0.13,-0.03,-0.02
2022-04-27 12:13:26.5850,0.026,0.711,0.686,0.09,0.09,0.05,-0.12,-0.03,-0.02
2022-04-27 12:13:26.5890,0.025,0.713,0.688,0.09,0.09,0.05,-0.11,-0.03,-0.02
2022-04-27 12:13:26.6100,0.025,0.711,0.688,0.08,0.07,0.06,-0.11,-0.03,-0.02
2022-04-27 12:13:26.6120,0.027,0.712,0.688,0.08,0.07,0.06,-0.1,-0.03,-0.02
2022-04-27 12:13:26.6190,0.026,0.709,0.686,0.08,0.06,0.06,-0.1,-0.03,-0.02
2022-04-27 12:13:26.6290,0.027,0.711,0.683,0.08,0.08,0.09,-0.09,-0.03,-0.03
2022-04-27 12:13:26.6370,0.029,0.713,0.683,0.06,0.05,0.13,-0.08,-0.04,-0.04
2022-04-27 12:13:26.6460,0.029,0.713,0.684,0.04,0.03,0.12,-0.08,-0.05,-0.05
2022-04-27 12:13:26.6560,0.031,0.714,0.685,0.05,0.03,0.11,-0.07,-0.06,-0.06
2022-04-27 12:13:26.6670,0.031,0.713,0.683,0.03,0.02,0.11,-0.06,-0.08,-0.07
2022-04-27 12:13:26.6760,0.031,0.715,0.683,0.03,0.02,0.14,-0.05,-0.09,-0.08
2022-04-27 12:13:26.6880,0.033,0.714,0.683,0.02,0.0,0.14,-0.04,-0.1,-0.1
2022-04-27 12:13:26.6950,0.032,0.715,0.684,0.01,0.01,0.14,-0.03,-0.11,-0.11
2022-04-27 12:13:26.7060,0.032,0.715,0.684,0.02,0.0,0.14,-0.03,-0.12,-0.13
2022-04-27 12:13:26.7150,0.033,0.715,0.684,0.01,-0.01,0.13,-0.02,-0.14,-0.14
2022-04-27 12:13:26.7250,0.031,0.713,0.684,0.01,0.0,0.14,-0.01,-0.16,-0.16
2022-04-27 12:13:26.7360,0.032,0.714,0.685,0.02,0.02,0.14,-0.01,-0.19,-0.17
2022-04-27 12:13:26.7460,0.032,0.714,0.687,0.02,0.0,0.13,0.0,-0.2,-0.19
2022-04-27 12:13:26.7560,0.033,0.714,0.689,0.01,0.0,0.1,0.01,-0.22,-0.21
2022-04-27 12:13:26.7660,0.033,0.714,0.686,0.01,0.01,0.09,0.03,-0.22,-0.22
2022-04-27 12:13:26.7770,0.033,0.715,0.684,0.0,0.0,0.12,0.05,-0.23,-0.24
2022-04-27 12:13:26.7860,0.033,0.716,0.684,0.0,-0.01,0.13,0.06,-0.24,-0.25
2022-04-27 12:13:26.7970,0.033,0.717,0.684,0.0,0.0,0.12,0.08,-0.25,-0.27
2022-04-27 12:13:26.8050,0.033,0.717,0.682,-0.01,-0.01,0.11,0.09,-0.27,-0.29
2022-04-27 12:13:26.8150,0.034,0.718,0.683,-0.01,0.02,0.13,0.1,-0.28,-0.31
2022-04-27 12:13:26.8250,0.034,0.721,0.684,-0.02,-0.01,0.11,0.11,-0.3,-0.33
2022-04-27 12:13:26.8360,0.033,0.719,0.681,-0.02,-0.02,0.09,0.11,-0.32,-0.34
2022-04-27 12:13:26.8460,0.031,0.716,0.678,-0.01,0.01,0.12,0.13,-0.36,-0.35
2022-04-27 12:13:26.8560,0.028,0.714,0.677,0.01,0.05,0.13,0.15,-0.39,-0.36
2022-04-27 12:13:26.8660,0.026,0.713,0.675,0.04,0.08,0.14,0.17,-0.42,-0.36
2022-04-27 12:13:26.8760,0.025,0.714,0.679,0.06,0.1,0.13,0.2,-0.44,-0.36
2022-04-27 12:13:26.8850,0.026,0.717,0.683,0.07,0.1,0.07,0.23,-0.44,-0.37
2022-04-27 12:13:26.8960,0.029,0.719,0.691,0.06,0.09,0.0,0.24,-0.42,-0.38
2022-04-27 12:13:26.9040,0.029,0.722,0.7,0.03,0.08,-0.1,0.24,-0.39,-0.38
2022-04-27 12:13:26.9140,0.026,0.718,0.695,0.04,0.08,-0.18,0.24,-0.38,-0.38
2022-04-27 12:13:26.9250,0.024,0.72,0.681,0.06,0.14,-0.12,0.26,-0.38,-0.38
2022-04-27 12:13:26.9350,0.027,0.722,0.674,0.07,0.13,0.0,0.26,-0.38,-0.39
2022-04-27 12:13:26.9450,0.025,0.725,0.673,0.04,0.13,0.01,0.26,-0.39,-0.38
2022-04-27 12:13:26.9550,0.021,0.719,0.666,0.07,0.13,0.02,0.27,-0.41,-0.37
2022-04-27 12:13:26.9650,0.018,0.72,0.658,0.12,0.21,0.07,0.29,-0.43,-0.36
2022-04-27 12:13:26.9750,0.021,0.725,0.657,0.13,0.19,0.13,0.3,-0.45,-0.35
2022-04-27 12:13:26.9850,0.022,0.728,0.67,0.11,0.17,0.07,0.29,-0.43,-0.35
Time,0.024,0.73,0.676,0.09,0.16,-0.08,0.27,-0.41,-0.35
2022-04-27 12:13:27.0040,0.023,0.73,0.673,0.08,0.16,-0.13,0.26,-0.38,-0.34
2022-04-27 12:13:27.0140,0.02,0.732,0.665,0.1,0.18,-0.1,0.25,-0.36,-0.34
2022-04-27 12:13:27.0240,0.02,0.734,0.657,0.12,0.18,-0.05,0.24,-0.35,-0.32
2022-04-27 12:13:27.0350,0.018,0.732,0.649,0.12,0.18,0.02,0.23,-0.35,-0.31
2022-04-27 12:13:27.0440,0.018,0.735,0.645,0.14,0.21,0.07,0.22,-0.35,-0.3
2022-04-27 12:13:27.0540,0.018,0.735,0.642,0.14,0.2,0.1,0.21,-0.35,-0.29
2022-04-27 12:13:27.0580,0.019,0.737,0.645,0.13,0.21,0.09,0.2,-0.34,-0.27
2022-04-27 12:13:27.0750,0.019,0.738,0.647,0.13,0.19,0.05,0.17,-0.33,-0.26
2022-04-27 12:13:27.0830,0.019,0.739,0.65,0.13,0.21,0.02,0.15,-0.31,-0.25
2022-04-27 12:13:27.0940,0.019,0.742,0.651,0.14,0.19,-0.02,0.13,-0.3,-0.23
2022-04-27 12:13:27.1030,0.019,0.739,0.649,0.13,0.19,-0.04,0.11,-0.27,-0.22
2022-04-27 12:13:27.1130,0.017,0.741,0.645,0.14,0.22,-0.02,0.11,-0.27,-0.22
2022-04-27 12:13:27.1240,0.017,0.739,0.64,0.16,0.22,0.02,0.09,-0.25,-0.19
2022-04-27 12:13:27.1340,0.016,0.74,0.641,0.15,0.23,0.04,0.09,-0.23,-0.17
2022-04-27 12:13:27.1440,0.017,0.74,0.642,0.17,0.22,0.03,0.08,-0.21,-0.15
2022-04-27 12:13:27.1540,0.017,0.743,0.644,0.16,0.23,0.01,0.07,-0.2,-0.14
2022-04-27 12:13:27.1640,0.017,0.742,0.644,0.17,0.21,-0.01,0.07,-0.18,-0.12
2022-04-27 12:13:27.1730,0.018,0.746,0.644,0.16,0.21,-0.02,0.06,-0.17,-0.11
2022-04-27 12:13:27.1830,0.019,0.746,0.644,0.15,0.18,-0.02,0.05,-0.16,-0.09
2022-04-27 12:13:27.1920,0.019,0.746,0.644,0.15,0.18,-0.02,0.05,-0.13,-0.08
2022-04-27 12:13:27.2030,0.02,0.748,0.648,0.15,0.18,-0.04,0.05,-0.1,-0.07
2022-04-27 12:13:27.2130,0.019,0.747,0.65,0.14,0.18,-0.08,0.04,-0.07,-0.05
2022-04-27 12:13:27.2230,0.019,0.747,0.65,0.15,0.19,-0.1,0.03,-0.04,-0.04
2022-04-27 12:13:27.2330,0.018,0.746,0.647,0.15,0.2,-0.09,0.03,-0.02,-0.02
2022-04-27 12:13:27.2430,0.018,0.746,0.642,0.16,0.2,-0.06,0.03,-0.01,-0.0
2022-04-27 12:13:27.2530,0.018,0.746,0.641,0.16,0.21,-0.01,0.03,-0.0,0.01
2022-04-27 12:13:27.2640,0.022,0.756,0.647,0.15,0.18,-0.02,0.03,0.01,0.01
2022-04-27 12:13:27.2730,0.024,0.757,0.647,0.11,0.09,-0.07,0.03,0.03,0.01
2022-04-27 12:13:27.2830,0.025,0.755,0.644,0.1,0.1,-0.07,0.04,0.04,0.01
2022-04-27 12:13:27.2940,0.025,0.758,0.642,0.09,0.12,-0.03,0.04,0.05,0.01
2022-04-27 12:13:27.3020,0.024,0.751,0.645,0.08,0.1,-0.03,0.05,0.06,0.03
2022-04-27 12:13:27.3120,0.02,0.739,0.644,0.09,0.2,-0.06,0.05,0.06,0.05
2022-04-27 12:13:27.3230,0.013,0.75,0.641,0.16,0.27,-0.04,0.07,0.06,0.07
2022-04-27 12:13:27.3330,0.013,0.746,0.633,0.2,0.18,-0.02,0.09,0.03,0.09
2022-04-27 12:13:27.3430,0.018,0.755,0.618,0.2,0.22,0.1,0.09,0.02,0.09
2022-04-27 12:13:27.3530,0.022,0.769,0.622,0.13,0.1,0.19,0.09,0.0,0.06
2022-04-27 12:13:27.3620,0.017,0.792,0.618,0.16,-0.07,0.14,0.12,-0.02,0.05
2022-04-27 12:13:27.3720,0.034,0.774,0.613,0.13,-0.18,0.19,0.14,-0.02,0.02
2022-04-27 12:13:27.3830,0.047,0.763,0.623,-0.02,0.01,0.2,0.14,-0.0,0.02
2022-04-27 12:13:27.3910,0.051,0.766,0.633,-0.15,0.08,0.08,0.13,0.0,0.01
2022-04-27 12:13:27.4010,0.035,0.76,0.622,-0.12,0.08,0.0,0.13,-0.02,-0.01
2022-04-27 12:13:27.4110,0.031,0.763,0.624,0.02,0.14,0.11,0.13,-0.05,-0.01
2022-04-27 12:13:27.4210,0.025,0.771,0.627,0.06,0.09,0.05,0.13,-0.07,-0.01
2022-04-27 12:13:27.4320,0.029,0.766,0.625,0.1,0.04,0.03,0.12,-0.08,-0.01
2022-04-27 12:13:27.4420,0.027,0.765,0.624,0.07,0.11,0.05,0.12,-0.08,-0.01
